							
#TOWN	도적마을						
167	93	ALL					
167	94	ALL					
167	95	ALL					
167	96	ALL					
167	99	ALL					
167	100	ALL					
167	101	ALL					
168	91	ALL					
168	92	ALL					
168	93	ALL					
168	94	ALL					
168	95	ALL					
168	96	ALL					
168	99	ALL					
168	100	ALL					
168	101	ALL					
169	91	ALL					
169	92	ALL					
169	93	ALL					
169	94	ALL					
169	95	ALL					
169	96	ALL					
169	97	RECT	1720	0	1720	1920	
169	98	RECT	1720	0	1720	1920	
169	99	ALL					
169	100	ALL					
169	101	ALL					
170	91	ALL					
170	92	ALL					
170	93	ALL					
170	94	ALL					
170	95	ALL					
170	96	ALL					
170	97	ALL					
170	98	ALL					
170	99	ALL					
170	100	ALL					
171	91	ALL					
171	92	ALL					
171	93	ALL					
171	94	ALL					
171	95	ALL					
171	96	ALL					
171	97	ALL					
171	98	ALL					
171	99	ALL					
171	100	ALL					
171	101	ALL					
172	91	ALL					
172	92	ALL					
172	93	ALL					
172	94	ALL					
172	95	ALL					
172	96	ALL					
172	97	ALL					
172	98	ALL					
172	99	ALL					
172	100	ALL					
172	101	ALL					
172	102	ALL					
173	92	ALL					
173	93	ALL					
173	94	ALL					
173	95	ALL					
173	96	ALL					
173	97	ALL					
173	98	ALL					
173	99	ALL					
173	100	ALL					
173	101	ALL					
174	100	ALL					
							
							
#TOWN	돈황						
152	102	ALL					
152	103	ALL					
153	102	ALL					
153	103	ALL					
153	104	RECT	0	640	1920	640	
							
							
#FIELD	돈황필드						
143	89	ALL					
143	90	ALL					
143	91	ALL					
143	92	ALL					
143	93	ALL					
143	94	ALL					
143	95	ALL					
143	96	ALL					
143	97	ALL					
143	98	ALL					
143	99	ALL					
143	100	ALL					
144	90	ALL					
144	91	ALL					
144	92	ALL					
144	93	ALL					
144	94	ALL					
144	95	ALL					
144	96	ALL					
144	97	ALL					
144	98	ALL					
144	99	ALL					
144	100	ALL					
145	90	ALL					
145	91	ALL					
145	92	ALL					
145	93	ALL					
145	94	ALL					
145	95	ALL					
145	96	ALL					
145	97	ALL					
145	98	ALL					
145	99	ALL					
145	100	ALL					
146	89	ALL					
146	90	ALL					
146	91	ALL					
146	92	ALL					
146	93	ALL					
146	94	ALL					
146	95	ALL					
146	96	ALL					
146	97	ALL					
146	98	ALL					
146	99	ALL					
146	100	ALL					
147	89	ALL					
147	90	ALL					
147	91	ALL					
147	92	ALL					
147	93	ALL					
147	94	ALL					
147	95	ALL					
147	96	ALL					
147	97	ALL					
147	98	ALL					
147	99	ALL					
147	100	ALL					
147	105	ALL					
147	106	ALL					
148	89	ALL					
148	90	ALL					
148	91	ALL					
148	92	ALL					
148	93	ALL					
148	94	ALL					
148	95	ALL					
148	96	ALL					
148	97	ALL					
148	98	ALL					
148	99	ALL					
148	100	ALL					
148	101	ALL					
148	102	ALL					
148	103	ALL					
148	104	ALL					
148	105	ALL					
148	106	ALL					
149	89	ALL					
149	90	ALL					
149	91	ALL					
149	92	ALL					
149	93	ALL					
149	94	ALL					
149	95	ALL					
149	96	ALL					
149	97	ALL					
149	98	ALL					
149	99	ALL					
149	100	ALL					
149	101	ALL					
149	102	ALL					
149	103	ALL					
149	104	ALL					
149	105	ALL					
149	106	ALL					
150	89	ALL					
150	90	ALL					
150	91	ALL					
150	92	ALL					
150	93	ALL					
150	94	ALL					
150	95	ALL					
150	96	ALL					
150	97	ALL					
150	98	ALL					
150	99	ALL					
150	100	ALL					
150	101	ALL					
150	102	ALL					
150	103	ALL					
150	104	ALL					
150	105	ALL					
151	89	ALL					
151	90	ALL					
151	91	ALL					
151	92	ALL					
151	93	ALL					
151	94	ALL					
151	95	ALL					
151	96	ALL					
151	97	ALL					
151	98	ALL					
151	99	ALL					
151	100	ALL					
151	101	ALL					
151	102	ALL					
151	103	ALL					
151	104	ALL					
151	105	ALL					
151	106	ALL					
152	90	ALL					
152	91	ALL					
152	92	ALL					
152	93	ALL					
152	94	ALL					
152	95	ALL					
152	96	ALL					
152	97	ALL					
152	98	ALL					
152	99	ALL					
152	100	ALL					
152	101	ALL					
152	104	ALL					
152	105	ALL					
152	106	ALL					
153	96	ALL					
153	97	ALL					
153	98	ALL					
153	99	ALL					
153	100	ALL					
153	101	ALL					
153	104	ALL					
153	105	ALL					
153	106	ALL					
154	96	ALL					
154	97	ALL					
154	98	ALL					
154	99	ALL					
154	100	ALL					
154	101	ALL					
154	102	ALL					
154	103	ALL					
154	104	ALL					
154	105	ALL					
154	106	ALL					
155	97	ALL					
155	98	ALL					
155	99	ALL					
155	100	ALL					
155	101	ALL					
155	102	ALL					
155	103	ALL					
155	104	ALL					
155	105	ALL					
155	106	ALL					
156	98	ALL					
156	99	ALL					
156	100	ALL					
156	101	ALL					
156	102	ALL					
156	103	ALL					
156	104	ALL					
156	105	ALL					
156	106	ALL					
157	98	ALL					
157	99	ALL					
157	100	ALL					
157	101	ALL					
157	102	ALL					
157	103	ALL					
157	104	ALL					
157	105	ALL					
157	106	ALL					
158	98	ALL					
158	99	ALL					
158	100	ALL					
158	101	ALL					
158	102	ALL					
158	103	ALL					
158	104	ALL					
158	105	ALL					
158	106	ALL					
159	99	ALL					
159	100	ALL					
159	101	ALL					
159	102	ALL					
159	103	ALL					
159	104	ALL					
159	105	ALL					
159	106	ALL					
160	99	ALL					
160	100	ALL					
160	101	ALL					
160	102	ALL					
160	103	ALL					
160	104	ALL					
160	105	ALL					
160	106	ALL					
161	100	ALL					
161	101	ALL					
161	102	ALL					
161	103	ALL					
161	104	ALL					
161	105	ALL					
161	106	ALL					
							
							
#TOWN	호탄						
133	92	RECT	1860	380	1920	580	
134	91	RECT	960	580	1920	1920	
134	92	ALL					
134	93	RECT	960	0	1920	640	
134	94	RECT	1600	320	1920	1280	
135	90	RECT	1040	1160	1240	1920	
135	91	ALL					
135	92	ALL					
135	93	ALL					
135	94	ALL					
136	91	ALL					
136	92	ALL					
136	93	ALL					
136	94	ALL					
137	92	RECT	0	320	480	600	
							
							
#FIELD	호탄필드						
130	95	RECT	640	640	1920	1920	
130	96	ALL					
131	89	RECT	1600	1280	1920	1920	
131	90	RECT	1600	0	1920	1920	
131	91	RECT	960	960	1920	1920	
131	92	RECT	920	0	920	1920	
131	93	RECT	680	0	1920	960	
131	94	ALL					
131	95	ALL					
131	96	ALL					
132	89	ALL					
132	90	ALL					
132	91	ALL					
132	92	ALL					
132	93	ALL					
132	94	ALL					
132	95	ALL					
133	88	ALL					
133	89	ALL					
133	90	ALL					
133	91	ALL					
133	92	ALL					
133	93	ALL					
133	94	ALL					
133	95	ALL					
133	96	ALL					
133	97	ALL					
133	98	ALL					
134	89	ALL					
134	90	ALL					
134	91	ALL					
134	92	RECT	0	580	640	1920	
134	93	ALL					
134	94	ALL					
134	95	ALL					
134	96	ALL					
134	97	ALL					
134	98	ALL					
135	89	ALL					
135	90	ALL					
135	95	ALL					
135	96	ALL					
135	97	ALL					
135	98	ALL					
136	89	ALL					
136	90	ALL					
136	91	RECT	1600	0	1920	320	
136	93	RECT	1280	0	1920	1920	
136	94	RECT	1280	0	1920	1920	
136	95	ALL					
136	96	ALL					
136	97	ALL					
136	98	ALL					
137	89	ALL					
137	90	ALL					
137	91	ALL					
137	92	ALL					
137	93	ALL					
137	94	ALL					
137	95	ALL					
137	96	ALL					
137	97	ALL					
137	98	ALL					
138	89	ALL					
138	90	ALL					
138	91	ALL					
138	92	ALL					
138	93	ALL					
138	94	ALL					
138	95	ALL					
138	96	ALL					
138	97	ALL					
138	98	ALL					
139	88	ALL					
139	89	ALL					
139	90	ALL					
139	91	ALL					
139	92	ALL					
139	93	ALL					
139	94	ALL					
139	95	ALL					
139	96	ALL					
139	97	ALL					
140	88	ALL					
140	89	ALL					
140	90	ALL					
140	91	ALL					
140	92	ALL					
140	93	ALL					
140	94	ALL					
140	95	ALL					
140	96	ALL					
140	97	ALL					
140	98	ALL					
141	88	ALL					
141	89	ALL					
141	90	ALL					
141	91	ALL					
141	92	ALL					
141	93	ALL					
141	94	ALL					
141	95	ALL					
141	96	ALL					
141	97	ALL					
141	98	ALL					
141	99	ALL					
141	100	ALL					
141	101	ALL					
142	95	ALL					
142	96	ALL					
142	98	ALL					
142	99	ALL					
135	99	RECT	640	0	1920	640	
136	99	RECT	0	0	640	640	
							
							
#FIELD	카라코람						
121	85	ALL					
121	86	ALL					
121	87	ALL					
121	88	ALL					
121	92	ALL					
121	93	ALL					
121	94	ALL					
122	85	ALL					
122	86	ALL					
122	87	ALL					
122	88	ALL					
122	89	ALL					
122	90	ALL					
122	91	ALL					
122	92	ALL					
122	93	ALL					
123	85	ALL					
123	86	ALL					
123	87	ALL					
123	88	ALL					
123	89	ALL					
123	90	ALL					
123	91	ALL					
123	92	ALL					
123	93	ALL					
123	94	ALL					
124	84	ALL					
124	85	ALL					
124	86	ALL					
124	87	ALL					
124	88	ALL					
124	89	ALL					
124	90	ALL					
124	91	ALL					
124	92	ALL					
124	93	ALL					
124	94	ALL					
125	84	ALL					
125	85	ALL					
125	86	ALL					
125	87	ALL					
125	88	ALL					
125	89	ALL					
125	90	ALL					
125	91	ALL					
125	92	ALL					
125	93	ALL					
125	94	ALL					
126	84	ALL					
126	85	ALL					
126	86	ALL					
126	87	ALL					
126	88	ALL					
126	89	ALL					
126	90	ALL					
126	91	ALL					
126	92	ALL					
126	93	ALL					
126	94	ALL					
127	84	ALL					
127	85	ALL					
127	86	ALL					
127	87	ALL					
127	88	ALL					
127	89	ALL					
127	90	ALL					
127	91	ALL					
127	92	ALL					
127	93	ALL					
127	94	ALL					
127	96	ALL					
128	84	ALL					
128	85	ALL					
128	86	ALL					
128	87	ALL					
128	88	ALL					
128	89	ALL					
128	90	ALL					
128	91	ALL					
128	92	ALL					
128	93	ALL					
128	94	ALL					
128	95	ALL					
129	85	ALL					
129	86	ALL					
129	87	ALL					
129	88	ALL					
129	89	ALL					
129	90	ALL					
129	91	ALL					
129	92	ALL					
129	93	ALL					
129	94	ALL					
129	95	ALL					
130	85	ALL					
130	86	ALL					
130	87	ALL					
130	88	ALL					
130	89	ALL					
130	90	ALL					
130	91	ALL					
130	92	ALL					
130	93	ALL					
130	94	ALL					
130	95	ALL					
131	85	ALL					
131	86	ALL					
131	87	ALL					
131	88	ALL					
131	89	ALL					
131	90	ALL					
131	91	ALL					
131	92	ALL					
131	93	ALL					
131	94	RECT	0	320	320	1600	
126	95	ALL					
127	95	ALL					
							
#FIELD	타클라마칸						
125	98	ALL					
125	99	ALL					
125	100	ALL					
125	101	ALL					
125	102	ALL					
126	97	ALL					
126	98	ALL					
126	99	ALL					
126	100	ALL					
126	101	ALL					
126	102	ALL					
126	103	ALL					
126	104	ALL					
126	105	ALL					
127	97	ALL					
127	98	ALL					
127	99	ALL					
127	100	ALL					
127	101	ALL					
127	102	ALL					
127	103	ALL					
127	104	ALL					
127	105	ALL					
128	98	ALL					
128	99	ALL					
128	100	ALL					
128	101	ALL					
128	102	ALL					
128	103	ALL					
128	104	ALL					
128	105	ALL					
129	99	ALL					
129	100	ALL					
129	101	ALL					
129	102	ALL					
129	103	ALL					
129	104	ALL					
129	105	ALL					
130	99	ALL					
130	100	ALL					
130	101	ALL					
130	102	ALL					
130	103	ALL					
130	104	ALL					
130	105	ALL					
131	98	ALL					
131	99	ALL					
131	100	ALL					
131	101	ALL					
131	102	ALL					
131	103	ALL					
131	104	ALL					
131	105	ALL					
132	98	ALL					
132	99	ALL					
132	100	ALL					
132	101	ALL					
132	102	ALL					
132	103	ALL					
132	104	ALL					
132	105	ALL					
133	99	ALL					
133	100	ALL					
133	101	ALL					
133	102	ALL					
133	103	ALL					
133	104	ALL					
133	105	ALL					
134	99	ALL					
134	100	ALL					
134	101	ALL					
134	102	ALL					
134	103	ALL					
134	104	ALL					
134	105	ALL					
135	99	ALL					
135	100	ALL					
135	101	ALL					
135	102	ALL					
135	103	ALL					
135	104	ALL					
135	105	ALL					
136	99	ALL					
136	100	ALL					
136	101	ALL					
136	102	ALL					
136	103	ALL					
136	104	ALL					
136	105	ALL					
137	99	ALL					
137	100	ALL					
137	101	ALL					
137	102	ALL					
137	103	ALL					
137	104	ALL					
137	105	ALL					
138	99	ALL					
138	100	ALL					
138	101	ALL					
138	102	ALL					
138	103	ALL					
138	104	ALL					
139	100	ALL					
139	101	ALL					
139	103	ALL					
							
#FIELD	로크산						
104	90	ALL					
104	91	ALL					
104	92	ALL					
104	93	ALL					
104	94	ALL					
104	95	ALL					
104	96	ALL					
104	97	ALL					
105	87	ALL					
105	88	ALL					
105	89	ALL					
105	90	ALL					
105	91	ALL					
105	92	ALL					
105	93	ALL					
105	94	ALL					
105	95	ALL					
105	96	ALL					
105	97	ALL					
106	85	ALL					
106	86	ALL					
106	87	ALL					
106	88	ALL					
106	89	ALL					
106	90	ALL					
106	91	ALL					
106	92	ALL					
106	93	ALL					
106	94	ALL					
106	95	ALL					
106	96	ALL					
106	97	ALL					
106	98	ALL					
107	85	ALL					
107	86	ALL					
107	87	ALL					
107	88	ALL					
107	89	ALL					
107	90	ALL					
107	91	ALL					
107	92	ALL					
107	93	ALL					
107	94	ALL					
107	95	ALL					
107	96	ALL					
107	97	ALL					
107	98	ALL					
108	85	ALL					
108	86	ALL					
108	87	ALL					
108	88	ALL					
108	89	ALL					
108	90	ALL					
108	91	ALL					
108	92	ALL					
108	93	ALL					
108	94	ALL					
108	95	ALL					
108	96	ALL					
108	97	ALL					
108	98	ALL					
109	85	ALL					
109	86	ALL					
109	87	ALL					
109	88	ALL					
109	89	ALL					
109	90	ALL					
109	91	ALL					
109	92	ALL					
109	93	ALL					
109	94	ALL					
109	95	ALL					
109	96	ALL					
109	97	ALL					
109	98	ALL					
110	85	ALL					
110	86	ALL					
110	87	ALL					
110	88	ALL					
110	89	ALL					
110	90	ALL					
110	91	ALL					
110	92	ALL					
110	93	ALL					
110	94	ALL					
110	95	ALL					
110	96	ALL					
110	97	ALL					
111	85	ALL					
111	86	ALL					
111	87	ALL					
111	88	ALL					
111	89	ALL					
111	90	ALL					
111	91	ALL					
111	92	ALL					
111	93	ALL					
111	94	ALL					
111	95	ALL					
111	96	ALL					
111	97	ALL					
112	85	ALL					
112	86	ALL					
112	87	ALL					
112	88	ALL					
112	89	ALL					
112	90	ALL					
112	91	ALL					
112	92	ALL					
112	93	ALL					
112	94	ALL					
112	95	ALL					
112	96	ALL					
112	97	ALL					
112	98	ALL					
113	84	ALL					
113	85	ALL					
113	86	ALL					
113	87	ALL					
113	88	ALL					
113	89	ALL					
113	90	ALL					
113	91	ALL					
113	92	ALL					
113	93	ALL					
113	94	ALL					
113	95	ALL					
113	96	ALL					
113	97	ALL					
113	98	ALL					
114	84	ALL					
114	85	ALL					
114	86	ALL					
114	87	ALL					
114	88	ALL					
114	89	ALL					
114	90	ALL					
114	91	ALL					
114	92	ALL					
114	93	ALL					
114	94	ALL					
114	95	ALL					
114	96	ALL					
114	97	ALL					
114	98	ALL					
115	84	ALL					
115	85	ALL					
115	86	ALL					
115	87	ALL					
115	88	ALL					
115	89	ALL					
115	90	ALL					
115	91	ALL					
115	92	ALL					
115	93	ALL					
115	94	ALL					
115	95	ALL					
115	96	ALL					
115	97	ALL					
115	98	ALL					
116	84	ALL					
116	85	ALL					
116	86	ALL					
116	87	ALL					
116	88	ALL					
116	89	ALL					
116	90	ALL					
116	91	ALL					
116	92	ALL					
116	93	ALL					
116	94	ALL					
116	95	ALL					
116	96	ALL					
116	97	ALL					
117	84	ALL					
117	85	ALL					
117	86	ALL					
117	87	ALL					
117	88	ALL					
117	89	ALL					
117	90	ALL					
117	91	ALL					
117	92	ALL					
117	93	ALL					
117	94	ALL					
117	95	ALL					
117	96	ALL					
117	97	ALL					
118	86	ALL					
118	87	ALL					
118	90	ALL					
118	91	ALL					
118	92	ALL					
118	94	ALL					
118	95	ALL					
188	99	ALL					
188	100	ALL					
188	101	ALL					
188	102	ALL					
189	99	ALL					
189	100	ALL					
189	101	ALL					
189	102	ALL					
190	100	ALL					
190	101	ALL					
190	102	ALL					
192	100	ALL					
							
							
#TOWN	콘스탄티노플						
76	105	RECT	1680	1400	1920	1620	
77	103	ALL					
77	104	ALL					
77	105	ALL					
77	106	ALL					
77	107	ALL					
78	103	ALL					
78	104	ALL					
78	105	ALL					
78	106	ALL					
78	107	ALL					
79	103	ALL					
79	104	ALL					
79	105	ALL					
79	106	ALL					
79	107	ALL					
79	108	RECT	1140	0	1360	200	
80	103	ALL					
80	104	ALL					
80	105	ALL					
80	106	ALL					
80	107	ALL					
81	105	ALL					
81	106	ALL					
81	107	ALL					
							
							
#FIELD	동유럽						
182	87	ALL					
68	96	ALL					
68	97	ALL					
68	98	ALL					
68	99	ALL					
68	100	ALL					
68	101	ALL					
68	102	ALL					
68	103	ALL					
68	104	ALL					
68	105	ALL					
68	106	ALL					
68	107	ALL					
68	108	ALL					
68	109	ALL					
68	110	ALL					
69	95	ALL					
69	96	ALL					
69	97	ALL					
69	98	ALL					
69	99	ALL					
69	100	ALL					
69	101	ALL					
69	102	ALL					
69	103	ALL					
69	104	ALL					
69	105	ALL					
69	106	ALL					
69	107	ALL					
69	108	ALL					
69	109	ALL					
69	110	ALL					
70	95	ALL					
70	96	ALL					
70	97	ALL					
70	98	ALL					
70	99	ALL					
70	100	ALL					
70	101	ALL					
70	102	ALL					
70	103	ALL					
70	104	ALL					
70	105	ALL					
70	106	ALL					
70	107	ALL					
70	108	ALL					
70	109	ALL					
70	110	ALL					
71	95	ALL					
71	96	ALL					
71	97	ALL					
71	98	ALL					
71	99	ALL					
71	100	ALL					
71	101	ALL					
71	102	ALL					
71	103	ALL					
71	104	ALL					
71	105	ALL					
71	106	ALL					
71	107	ALL					
71	108	ALL					
71	109	ALL					
71	110	ALL					
72	96	ALL					
72	97	ALL					
72	98	ALL					
72	99	ALL					
72	100	ALL					
72	101	ALL					
72	102	ALL					
72	103	ALL					
72	104	ALL					
72	105	ALL					
72	106	ALL					
72	107	ALL					
72	108	ALL					
72	109	ALL					
72	110	ALL					
73	96	ALL					
73	97	ALL					
73	98	ALL					
73	99	ALL					
73	100	ALL					
73	101	ALL					
73	102	ALL					
73	103	ALL					
73	104	ALL					
73	105	ALL					
73	106	ALL					
73	107	ALL					
73	108	ALL					
73	109	ALL					
73	110	ALL					
74	96	ALL					
74	97	ALL					
74	98	ALL					
74	99	ALL					
74	100	ALL					
74	101	ALL					
74	102	ALL					
74	103	ALL					
74	104	ALL					
74	105	ALL					
74	106	ALL					
74	107	ALL					
74	108	ALL					
74	109	ALL					
74	110	ALL					
75	97	ALL					
75	98	ALL					
75	99	ALL					
75	100	ALL					
75	101	ALL					
75	102	ALL					
75	103	ALL					
75	104	ALL					
75	105	ALL					
75	106	ALL					
75	107	ALL					
75	108	ALL					
75	109	ALL					
75	110	ALL					
76	98	ALL					
76	99	ALL					
76	100	ALL					
76	101	ALL					
76	102	ALL					
76	103	ALL					
76	104	ALL					
76	105	ALL					
76	106	ALL					
76	107	ALL					
76	108	ALL					
76	109	ALL					
76	110	ALL					
77	98	ALL					
77	99	ALL					
77	100	ALL					
77	101	ALL					
77	102	ALL					
77	103	RECT	0	0	320	640	
77	108	ALL					
77	109	ALL					
77	110	ALL					
78	108	ALL					
78	109	ALL					
78	110	ALL					
79	108	ALL					
79	109	ALL					
79	110	ALL					
80	108	ALL					
80	109	ALL					
80	110	ALL					
81	108	ALL					
81	109	ALL					
							
							
#FIELD	소아시아						
88	102	ALL					
88	104	ALL					
89	99	ALL					
89	100	ALL					
89	101	ALL					
89	102	ALL					
89	103	ALL					
89	104	ALL					
89	105	ALL					
90	99	ALL					
90	100	ALL					
90	101	ALL					
90	102	ALL					
90	103	ALL					
90	104	ALL					
90	105	ALL					
91	99	ALL					
91	100	ALL					
91	101	ALL					
91	102	ALL					
91	103	ALL					
91	104	ALL					
91	105	ALL					
91	106	ALL					
92	98	ALL					
92	99	ALL					
92	100	ALL					
92	101	ALL					
92	102	ALL					
92	103	ALL					
92	104	ALL					
92	105	ALL					
92	106	ALL					
92	107	ALL					
93	97	ALL					
93	98	ALL					
93	99	ALL					
93	100	ALL					
93	101	ALL					
93	102	ALL					
93	103	ALL					
93	104	ALL					
93	105	ALL					
93	106	ALL					
94	97	ALL					
94	98	ALL					
94	99	ALL					
94	100	ALL					
94	101	ALL					
94	102	ALL					
94	103	ALL					
94	104	ALL					
94	105	ALL					
94	106	ALL					
95	97	ALL					
95	98	ALL					
95	99	ALL					
95	100	ALL					
95	101	ALL					
95	102	ALL					
95	103	ALL					
95	104	ALL					
95	105	ALL					
95	106	ALL					
96	97	ALL					
96	98	ALL					
96	99	ALL					
96	100	ALL					
96	101	ALL					
96	102	ALL					
96	103	ALL					
96	104	ALL					
96	105	ALL					
96	106	ALL					
96	107	ALL					
97	97	ALL					
97	98	ALL					
97	99	ALL					
97	100	ALL					
97	101	ALL					
97	102	ALL					
97	103	ALL					
97	104	ALL					
97	105	ALL					
97	106	ALL					
97	107	ALL					
98	97	ALL					
98	98	ALL					
98	99	ALL					
98	100	ALL					
98	101	ALL					
98	102	ALL					
98	103	ALL					
98	104	ALL					
98	105	ALL					
98	106	ALL					
99	96	ALL					
99	97	ALL					
99	98	ALL					
99	99	ALL					
99	100	ALL					
99	101	ALL					
99	102	ALL					
99	103	ALL					
99	104	ALL					
99	105	ALL					
100	96	ALL					
100	97	ALL					
100	98	ALL					
100	99	ALL					
100	100	ALL					
100	101	ALL					
100	102	ALL					
100	103	ALL					
100	104	ALL					
100	105	ALL					
100	106	ALL					
100	107	ALL					
101	96	ALL					
101	97	ALL					
101	98	ALL					
101	99	ALL					
101	100	ALL					
101	101	ALL					
101	102	ALL					
101	103	ALL					
101	104	ALL					
101	105	ALL					
101	106	ALL					
101	107	ALL					
102	96	ALL					
102	97	ALL					
102	98	ALL					
102	99	ALL					
102	100	ALL					
102	101	ALL					
102	102	ALL					
102	103	ALL					
102	104	ALL					
102	105	ALL					
102	106	ALL					
102	107	ALL					
103	100	ALL					
103	101	ALL					
103	102	ALL					
103	103	ALL					
103	104	ALL					
103	105	ALL					
104	100	ALL					
104	101	ALL					
104	102	ALL					
104	103	ALL					
104	104	ALL					
104	105	ALL					
							
							
#TOWN	사마르칸트						
106	106	RECT	1820	1280	1920	1920	
106	107	RECT	1820	0	1920	960	
107	106	ALL					
107	107	ALL					
107	108	RECT	960	0	1920	240	
108	106	ALL					
108	107	ALL					
108	108	RECT	0	0	900	240	
109	106	RECT	0	1280	120	1920	
109	107	RECT	0	0	120	920	
							
							
#FIELD	중앙아시아						
104	100	RECT	0	0	960	1920	
104	101	RECT	0	0	960	1920	
104	102	RECT	0	0	960	1920	
104	103	RECT	0	0	960	1920	
104	104	RECT	0	0	960	1920	
104	105	RECT	0	0	960	1920	
104	106	ALL					
104	107	ALL					
105	101	ALL					
105	102	ALL					
105	103	ALL					
105	104	ALL					
105	105	ALL					
105	106	ALL					
105	107	ALL					
105	108	ALL					
106	101	ALL					
106	102	ALL					
106	103	ALL					
106	104	ALL					
106	105	ALL					
106	106	ALL					
106	107	ALL					
106	108	ALL					
107	101	ALL					
107	102	ALL					
107	103	ALL					
107	104	ALL					
107	105	ALL					
107	106	RECT	0	0	320	880	
