//ID,Name,Type,GroupType,Level,CastTime,Cooldown,ObjectReq,UsingType,Force,MP
49,SKILL_CH_SPEAR_FRONTAREA_C_01,SKILL_CH_SPEAR_FRONTAREA_C_01,SKILL_CH_SPEAR_FRONTAREA_C,1,977,3000,1,2,258,525
50,SKILL_CH_SPEAR_STUN_A_01,SKILL_CH_SPEAR_STUN_A_01,SKILL_CH_SPEAR_STUN_A,1,1372,4000,1,2,258,92
51,SKILL_CH_SPEAR_STUN_B_01,SKILL_CH_SPEAR_STUN_B_01,SKILL_CH_SPEAR_STUN_B,1,1551,4000,1,2,258,328
52,SKILL_CH_SPEAR_STUN_C_01,SKILL_CH_SPEAR_STUN_C_01,SKILL_CH_SPEAR_STUN_C,1,1039,4000,1,2,258,1030
53,SKILL_CH_SPEAR_ROUNDAREA_A_01,SKILL_CH_SPEAR_ROUNDAREA_A_01,SKILL_CH_SPEAR_ROUNDAREA_A,1,2200,5000,1,2,258,140
54,SKILL_CH_SPEAR_ROUNDAREA_B_01,SKILL_CH_SPEAR_ROUNDAREA_B_01,SKILL_CH_SPEAR_ROUNDAREA_B,1,2500,5000,1,2,258,450
55,SKILL_CH_SPEAR_CHAIN_A_1S_01,SKILL_CH_SPEAR_CHAIN_A_1S_01,SKILL_CH_SPEAR_CHAIN_A,1,891,8000,1,2,258,167
56,SKILL_CH_SPEAR_CHAIN_A_2S_01,SKILL_CH_SPEAR_CHAIN_A_2S_01,SKILL_CH_SPEAR_CHAIN_A,1,771,0,1,2,258,0
57,SKILL_CH_SPEAR_CHAIN_A_3S_01,SKILL_CH_SPEAR_CHAIN_A_3S_01,SKILL_CH_SPEAR_CHAIN_A,1,1071,0,1,2,258,0
58,SKILL_CH_SPEAR_CHAIN_B_1S_01,SKILL_CH_SPEAR_CHAIN_B_1S_01,SKILL_CH_SPEAR_CHAIN_B,1,564,8000,1,2,258,386
59,SKILL_CH_SPEAR_CHAIN_B_2S_01,SKILL_CH_SPEAR_CHAIN_B_2S_01,SKILL_CH_SPEAR_CHAIN_B,1,283,0,1,2,258,0
60,SKILL_CH_SPEAR_CHAIN_B_3S_01,SKILL_CH_SPEAR_CHAIN_B_3S_01,SKILL_CH_SPEAR_CHAIN_B,1,580,0,1,2,258,0
61,SKILL_CH_SPEAR_CHAIN_B_4S_01,SKILL_CH_SPEAR_CHAIN_B_4S_01,SKILL_CH_SPEAR_CHAIN_B,1,873,0,1,2,258,0
62,SKILL_CH_SPEAR_CHAIN_C_1S_01,SKILL_CH_SPEAR_CHAIN_C_1S_01,SKILL_CH_SPEAR_CHAIN_C,1,910,8000,1,2,258,660
63,SKILL_CH_SPEAR_CHAIN_C_2S_01,SKILL_CH_SPEAR_CHAIN_C_2S_01,SKILL_CH_SPEAR_CHAIN_C,1,537,0,1,2,258,0
64,SKILL_CH_SPEAR_CHAIN_C_3S_01,SKILL_CH_SPEAR_CHAIN_C_3S_01,SKILL_CH_SPEAR_CHAIN_C,1,845,0,1,2,258,0
65,SKILL_CH_SPEAR_CHAIN_C_4S_01,SKILL_CH_SPEAR_CHAIN_C_4S_01,SKILL_CH_SPEAR_CHAIN_C,1,576,0,1,2,258,0
66,SKILL_CH_SPEAR_CHAIN_C_5S_01,SKILL_CH_SPEAR_CHAIN_C_5S_01,SKILL_CH_SPEAR_CHAIN_C,1,1065,0,1,2,258,0
67,SKILL_CH_SPEAR_SHOOT_A_01,SKILL_CH_SPEAR_SHOOT_A_01,SKILL_CH_SPEAR_SHOOT_A,1,1165,8000,1,2,258,219
68,SKILL_CH_SPEAR_SHOOT_B_01,SKILL_CH_SPEAR_SHOOT_B_01,SKILL_CH_SPEAR_SHOOT_B,1,1256,8000,1,2,258,623
69,SKILL_CH_SPEAR_PASSIVE_A_01,SKILL_CH_SPEAR_PASSIVE_A_01,SKILL_CH_SPEAR_PASSIVE_A,1,0,0,0,0,258,0
70,SKILL_CH_BOW_BASE_01,SKILL_CH_BOW_BASE_01,SKILL_CH_BOW_BASE,1,840,840,1,2,259,0
71,SKILL_CH_BOW_CRITICAL_A_01,SKILL_CH_BOW_CRITICAL_A_01,SKILL_CH_BOW_CRITICAL_A,1,530,4000,1,2,259,21
72,SKILL_CH_BOW_CRITICAL_B_01,SKILL_CH_BOW_CRITICAL_B_01,SKILL_CH_BOW_CRITICAL_B,1,530,4000,1,2,259,122
73,SKILL_CH_BOW_CRITICAL_C_01,SKILL_CH_BOW_CRITICAL_C_01,SKILL_CH_BOW_CRITICAL_C,1,530,4000,1,2,259,388
74,SKILL_CH_BOW_CHAIN_A_01,SKILL_CH_BOW_CHAIN_A_01,SKILL_CH_BOW_CHAIN_A,1,560,4000,1,2,259,15
75,SKILL_CH_BOW_CHAIN_B_01,SKILL_CH_BOW_CHAIN_B_01,SKILL_CH_BOW_CHAIN_B,1,909,4000,1,2,259,90
76,SKILL_CH_BOW_CHAIN_C_01,SKILL_CH_BOW_CHAIN_C_01,SKILL_CH_BOW_CHAIN_C,1,561,4000,1,2,259,299
77,SKILL_CH_BOW_CALL_A_01,SKILL_CH_BOW_CALL_A_01,SKILL_CH_BOW_CALL_A,1,1000,1000,0,1,259,51
78,SKILL_CH_BOW_CALL_B_01,SKILL_CH_BOW_CALL_B_01,SKILL_CH_BOW_CALL_B,1,1000,1000,0,1,259,225
79,SKILL_CH_BOW_CALL_C_01,SKILL_CH_BOW_CALL_C_01,SKILL_CH_BOW_CALL_C,1,1000,1000,0,1,259,436
80,SKILL_CH_BOW_PIERCE_A_01,SKILL_CH_BOW_PIERCE_A_01,SKILL_CH_BOW_PIERCE_A,1,530,5000,1,2,259,50
81,SKILL_CH_BOW_PIERCE_B_01,SKILL_CH_BOW_PIERCE_B_01,SKILL_CH_BOW_PIERCE_B,1,530,5000,1,2,259,198
82,SKILL_CH_BOW_PIERCE_C_01,SKILL_CH_BOW_PIERCE_C_01,SKILL_CH_BOW_PIERCE_C,1,530,5000,1,2,259,559
83,SKILL_CH_BOW_NORMAL_A_01,SKILL_CH_BOW_NORMAL_A_01,SKILL_CH_BOW_NORMAL_A,1,0,5000,0,1,259,77
84,SKILL_CH_BOW_NORMAL_B_01,SKILL_CH_BOW_NORMAL_B_01,SKILL_CH_BOW_NORMAL_B,1,0,5000,0,1,259,221
85,SKILL_CH_BOW_AREA_A_01,SKILL_CH_BOW_AREA_A_01,SKILL_CH_BOW_AREA_A,1,530,8000,1,2,259,132
86,SKILL_CH_BOW_AREA_B_01,SKILL_CH_BOW_AREA_B_01,SKILL_CH_BOW_AREA_B,1,530,8000,1,2,259,403
87,SKILL_CH_BOW_POWER_A_01,SKILL_CH_BOW_POWER_A_01,SKILL_CH_BOW_POWER_A,1,530,8000,1,2,259,230
88,SKILL_CH_BOW_POWER_B_01,SKILL_CH_BOW_POWER_B_01,SKILL_CH_BOW_POWER_B,1,530,8000,1,2,259,583
89,SKILL_CH_BOW_PASSIVE_A_01,SKILL_CH_BOW_PASSIVE_A_01,SKILL_CH_BOW_PASSIVE_A,1,0,0,0,0,259,0
90,SKILL_CH_COLD_GIGONGTA_A_01,SKILL_CH_COLD_GIGONGTA_A_01,SKILL_CH_COLD_GIGONGTA_A,1,0,5000,0,1,273,52
91,SKILL_CH_COLD_GIGONGTA_B_01,SKILL_CH_COLD_GIGONGTA_B_01,SKILL_CH_COLD_GIGONGTA_B,1,0,6000,0,1,273,206
92,SKILL_CH_COLD_GIGONGTA_C_01,SKILL_CH_COLD_GIGONGTA_C_01,SKILL_CH_COLD_GIGONGTA_C,1,0,7000,0,1,273,497
93,SKILL_CH_COLD_GANGGI_A_01,SKILL_CH_COLD_GANGGI_A_01,SKILL_CH_COLD_GANGGI_A,1,1000,2000,0,1,273,72
94,SKILL_CH_COLD_GANGGI_B_01,SKILL_CH_COLD_GANGGI_B_01,SKILL_CH_COLD_GANGGI_B,1,1000,2000,0,1,273,249
95,SKILL_CH_COLD_GANGGI_C_01,SKILL_CH_COLD_GANGGI_C_01,SKILL_CH_COLD_GANGGI_C,1,1000,2000,0,1,273,581
96,SKILL_CH_COLD_GIGONGJANG_A_01,SKILL_CH_COLD_GIGONGJANG_A_01,SKILL_CH_COLD_GIGONGJANG_A,1,1000,4000,1,2,273,98
97,SKILL_CH_COLD_GIGONGJANG_B_01,SKILL_CH_COLD_GIGONGJANG_B_01,SKILL_CH_COLD_GIGONGJANG_B,1,1000,4000,1,2,273,300
98,SKILL_CH_COLD_GIGONGJANG_C_01,SKILL_CH_COLD_GIGONGJANG_C_01,SKILL_CH_COLD_GIGONGJANG_C,1,1000,4000,1,2,273,675
99,SKILL_CH_COLD_BINGBYEOK_A_01,SKILL_CH_COLD_BINGBYEOK_A_01,SKILL_CH_COLD_BINGBYEOK_A,1,1000,10000,0,1,273,165
100,SKILL_CH_COLD_BINGBYEOK_B_01,SKILL_CH_COLD_BINGBYEOK_B_01,SKILL_CH_COLD_BINGBYEOK_B,1,1000,10000,0,1,273,449
101,SKILL_CH_COLD_BINGBYEOK_C_01,SKILL_CH_COLD_BINGBYEOK_C_01,SKILL_CH_COLD_BINGBYEOK_C,1,1000,10000,0,1,273,970
102,SKILL_CH_COLD_BINGPAN_A_01,SKILL_CH_COLD_BINGPAN_A_01,SKILL_CH_COLD_BINGPAN_A,1,0,6000,1,2,273,232
103,SKILL_CH_COLD_BINGPAN_B_01,SKILL_CH_COLD_BINGPAN_B_01,SKILL_CH_COLD_BINGPAN_B,1,0,6000,0,2,273,718
104,SKILL_CH_COLD_GIGONGSUL_A_01,SKILL_CH_COLD_GIGONGSUL_A_01,SKILL_CH_COLD_GIGONGSUL_A,1,1000,4000,1,2,273,348
105,SKILL_CH_COLD_GIGONGSUL_B_01,SKILL_CH_COLD_GIGONGSUL_B_01,SKILL_CH_COLD_GIGONGSUL_B,1,1000,10000,1,2,273,1206
106,SKILL_CH_COLD_PASSIVE_A_01,SKILL_CH_COLD_PASSIVE_A_01,SKILL_CH_COLD_PASSIVE_A,1,0,0,0,0,273,0
107,SKILL_CH_LIGHTNING_GIGONGTA_A_01,SKILL_CH_LIGHTNING_GIGONGTA_A_01,SKILL_CH_LIGHTNING_GIGONGTA_A,1,0,5000,0,1,274,52
108,SKILL_CH_LIGHTNING_GIGONGTA_B_01,SKILL_CH_LIGHTNING_GIGONGTA_B_01,SKILL_CH_LIGHTNING_GIGONGTA_B,1,0,6000,0,1,274,206
109,SKILL_CH_LIGHTNING_GIGONGTA_C_01,SKILL_CH_LIGHTNING_GIGONGTA_C_01,SKILL_CH_LIGHTNING_GIGONGTA_C,1,0,7000,0,1,274,497
110,SKILL_CH_LIGHTNING_GWANTONG_A_01,SKILL_CH_LIGHTNING_GWANTONG_A_01,SKILL_CH_LIGHTNING_GWANTONG_A,1,1000,3000,0,1,274,72
111,SKILL_CH_LIGHTNING_GWANTONG_B_01,SKILL_CH_LIGHTNING_GWANTONG_B_01,SKILL_CH_LIGHTNING_GWANTONG_B,1,1000,3000,0,1,274,249
112,SKILL_CH_LIGHTNING_GWANTONG_C_01,SKILL_CH_LIGHTNING_GWANTONG_C_01,SKILL_CH_LIGHTNING_GWANTONG_C,1,1000,3000,0,1,274,581
113,SKILL_CH_LIGHTNING_GYEONGGONG_A_01,SKILL_CH_LIGHTNING_GYEONGGONG_A_01,SKILL_CH_LIGHTNING_GYEONGGONG_A,1,0,2000,0,1,274,98
114,SKILL_CH_LIGHTNING_GYEONGGONG_B_01,SKILL_CH_LIGHTNING_GYEONGGONG_B_01,SKILL_CH_LIGHTNING_GYEONGGONG_B,1,0,5000,0,1,274,225
115,SKILL_CH_LIGHTNING_GYEONGGONG_C_01,SKILL_CH_LIGHTNING_GYEONGGONG_C_01,SKILL_CH_LIGHTNING_GYEONGGONG_C,1,0,2000,0,1,274,675
116,SKILL_CH_LIGHTNING_CHUNDUNG_A_01,SKILL_CH_LIGHTNING_CHUNDUNG_A_01,SKILL_CH_LIGHTNING_CHUNDUNG_A,1,1000,4000,1,2,274,117
117,SKILL_CH_LIGHTNING_CHUNDUNG_B_01,SKILL_CH_LIGHTNING_CHUNDUNG_B_01,SKILL_CH_LIGHTNING_CHUNDUNG_B,1,1000,4000,1,2,274,318
118,SKILL_CH_LIGHTNING_CHUNDUNG_C_01,SKILL_CH_LIGHTNING_CHUNDUNG_C_01,SKILL_CH_LIGHTNING_CHUNDUNG_C,1,1000,3000,1,2,274,687
119,SKILL_CH_LIGHTNING_JIPJUNG_A_01,SKILL_CH_LIGHTNING_JIPJUNG_A_01,SKILL_CH_LIGHTNING_JIPJUNG_A,1,1000,4000,0,1,274,116
120,SKILL_CH_LIGHTNING_JIPJUNG_B_01,SKILL_CH_LIGHTNING_JIPJUNG_B_01,SKILL_CH_LIGHTNING_JIPJUNG_B,1,1000,4000,0,1,274,287
121,SKILL_CH_LIGHTNING_STORM_A_01,SKILL_CH_LIGHTNING_STORM_A_01,SKILL_CH_LIGHTNING_STORM_A,1,1000,6000,1,2,274,407
122,SKILL_CH_LIGHTNING_STORM_B_01,SKILL_CH_LIGHTNING_STORM_B_01,SKILL_CH_LIGHTNING_STORM_B,1,1000,6000,1,2,274,1083
123,SKILL_CH_LIGHTNING_PASSIVE_A_01,SKILL_CH_LIGHTNING_PASSIVE_A_01,SKILL_CH_LIGHTNING_PASSIVE_A,1,0,0,0,0,274,0
124,SKILL_CH_FIRE_GIGONGTA_A_01,SKILL_CH_FIRE_GIGONGTA_A_01,SKILL_CH_FIRE_GIGONGTA_A,1,0,5000,0,1,275,52
125,SKILL_CH_FIRE_GIGONGTA_B_01,SKILL_CH_FIRE_GIGONGTA_B_01,SKILL_CH_FIRE_GIGONGTA_B,1,0,6000,0,1,275,206
126,SKILL_CH_FIRE_GIGONGTA_C_01,SKILL_CH_FIRE_GIGONGTA_C_01,SKILL_CH_FIRE_GIGONGTA_C,1,0,7000,0,1,275,497
127,SKILL_CH_FIRE_SHIELD_A_01,SKILL_CH_FIRE_SHIELD_A_01,SKILL_CH_FIRE_SHIELD_A,1,2000,5000,0,1,275,72
128,SKILL_CH_FIRE_SHIELD_B_01,SKILL_CH_FIRE_SHIELD_B_01,SKILL_CH_FIRE_SHIELD_B,1,2000,5000,0,1,275,249
129,SKILL_CH_FIRE_SHIELD_C_01,SKILL_CH_FIRE_SHIELD_C_01,SKILL_CH_FIRE_SHIELD_C,1,2000,5000,0,1,275,581
130,SKILL_CH_FIRE_GONGUP_A_01,SKILL_CH_FIRE_GONGUP_A_01,SKILL_CH_FIRE_GONGUP_A,1,1000,5000,0,1,275,98
131,SKILL_CH_FIRE_GONGUP_B_01,SKILL_CH_FIRE_GONGUP_B_01,SKILL_CH_FIRE_GONGUP_B,1,1000,5000,0,1,275,300
132,SKILL_CH_FIRE_GONGUP_C_01,SKILL_CH_FIRE_GONGUP_C_01,SKILL_CH_FIRE_GONGUP_C,1,1000,5000,0,1,275,675
133,SKILL_CH_FIRE_GANGGI_A_01,SKILL_CH_FIRE_GANGGI_A_01,SKILL_CH_FIRE_GANGGI_A,1,1000,5000,0,1,275,137
134,SKILL_CH_FIRE_GANGGI_B_01,SKILL_CH_FIRE_GANGGI_B_01,SKILL_CH_FIRE_GANGGI_B,1,1000,5000,0,1,275,374
135,SKILL_CH_FIRE_GANGGI_C_01,SKILL_CH_FIRE_GANGGI_C_01,SKILL_CH_FIRE_GANGGI_C,1,1000,5000,0,1,275,808
136,SKILL_CH_FIRE_HWABYEOK_A_01,SKILL_CH_FIRE_HWABYEOK_A_01,SKILL_CH_FIRE_HWABYEOK_A,1,1000,5000,0,1,275,232
137,SKILL_CH_FIRE_HWABYEOK_B_01,SKILL_CH_FIRE_HWABYEOK_B_01,SKILL_CH_FIRE_HWABYEOK_B,1,1000,5000,0,1,275,574
138,SKILL_CH_FIRE_GIGONGSUL_A_01,SKILL_CH_FIRE_GIGONGSUL_A_01,SKILL_CH_FIRE_GIGONGSUL_A,1,1000,4000,1,2,275,348
139,SKILL_CH_FIRE_GIGONGSUL_B_01,SKILL_CH_FIRE_GIGONGSUL_B_01,SKILL_CH_FIRE_GIGONGSUL_B,1,1000,6000,1,2,275,820
140,SKILL_CH_FIRE_GIGONGSUL_C_01,SKILL_CH_FIRE_GIGONGSUL_C_01,SKILL_CH_FIRE_GIGONGSUL_C,1,1000,10000,1,2,275,1501
141,SKILL_CH_FIRE_GIGONGSUL_D_01,SKILL_CH_FIRE_GIGONGSUL_D_01,SKILL_CH_FIRE_GIGONGSUL_D,1,1000,4000,1,2,275,1754
142,SKILL_CH_FIRE_PASSIVE_A_01,SKILL_CH_FIRE_PASSIVE_A_01,SKILL_CH_FIRE_PASSIVE_A,1,0,0,0,0,275,0
143,SKILL_CH_WATER_SELFHEAL_A_01,SKILL_CH_WATER_SELFHEAL_A_01,SKILL_CH_WATER_SELFHEAL_A,1,1000,2100,0,1,276,16
144,SKILL_CH_WATER_SELFHEAL_B_01,SKILL_CH_WATER_SELFHEAL_B_01,SKILL_CH_WATER_SELFHEAL_B,1,1000,2100,0,1,276,64
145,SKILL_CH_WATER_SELFHEAL_C_01,SKILL_CH_WATER_SELFHEAL_C_01,SKILL_CH_WATER_SELFHEAL_C,1,1000,2100,0,1,276,155
146,SKILL_CH_WATER_CURE_A_01,SKILL_CH_WATER_CURE_A_01,SKILL_CH_WATER_CURE_A,1,1000,2100,1,1,276,29
147,SKILL_CH_WATER_CURE_B_01,SKILL_CH_WATER_CURE_B_01,SKILL_CH_WATER_CURE_B,1,1000,2100,1,1,276,100
148,SKILL_CH_WATER_CURE_C_01,SKILL_CH_WATER_CURE_C_01,SKILL_CH_WATER_CURE_C,1,1000,2100,1,1,276,232
149,SKILL_CH_WATER_HEAL_A_01,SKILL_CH_WATER_HEAL_A_01,SKILL_CH_WATER_HEAL_A,1,1000,3000,1,1,276,74
150,SKILL_CH_WATER_HEAL_B_01,SKILL_CH_WATER_HEAL_B_01,SKILL_CH_WATER_HEAL_B,1,1000,3000,1,1,276,225
151,SKILL_CH_WATER_HEAL_C_01,SKILL_CH_WATER_HEAL_C_01,SKILL_CH_WATER_HEAL_C,1,1000,3000,1,1,276,506
152,SKILL_CH_WATER_RESURRECTION_A_01,SKILL_CH_WATER_RESURRECTION_A_01,SKILL_CH_WATER_RESURRECTION_A,1,1000,4000,1,1,276,137
153,SKILL_CH_WATER_RESURRECTION_B_01,SKILL_CH_WATER_RESURRECTION_B_01,SKILL_CH_WATER_RESURRECTION_B,1,1000,4000,1,1,276,374
154,SKILL_CH_WATER_RESURRECTION_C_01,SKILL_CH_WATER_RESURRECTION_C_01,SKILL_CH_WATER_RESURRECTION_C,1,1000,4500,1,1,276,808
155,SKILL_CH_WATER_HARMONY_A_01,SKILL_CH_WATER_HARMONY_A_01,SKILL_CH_WATER_HARMONY_A,1,1000,300000,0,1,276,193
156,SKILL_CH_WATER_HARMONY_B_01,SKILL_CH_WATER_HARMONY_B_01,SKILL_CH_WATER_HARMONY_B,1,1000,300000,0,1,276,479
157,SKILL_CH_WATER_CANCEL_A_01,SKILL_CH_WATER_CANCEL_A_01,SKILL_CH_WATER_CANCEL_A,1,1000,2000,1,2,276,110
158,SKILL_CH_WATER_CANCEL_B_01,SKILL_CH_WATER_CANCEL_B_01,SKILL_CH_WATER_CANCEL_B,1,1000,2000,1,2,276,251
