//ID,Type,Name,CastTime,Cooldown,MP
73000000,SKILL_CH_LIGHTNING_GYEONGGONG_C_01,0,0,2000,675
74000000,SKILL_CH_LIGHTNING_CHUNDUNG_A_01,0,1000,4000,117
75000000,SKILL_CH_LIGHTNING_CHUNDUNG_B_01,0,1000,4000,318
76000000,SKILL_CH_LIGHTNING_CHUNDUNG_C_01,0,1000,3000,687
77000000,SKILL_CH_LIGHTNING_JIPJUNG_A_01,0,1000,4000,116
78000000,SKILL_CH_LIGHTNING_JIPJUNG_B_01,0,1000,4000,287
79000000,SKILL_CH_LIGHTNING_STORM_A_01,0,1000,6000,407
7A000000,SKILL_CH_LIGHTNING_STORM_B_01,0,1000,6000,1083
7B000000,SKILL_CH_LIGHTNING_PASSIVE_A_01,0,0,0,0
7C000000,SKILL_CH_FIRE_GIGONGTA_A_01,0,0,5000,52
7D000000,SKILL_CH_FIRE_GIGONGTA_B_01,0,0,6000,206
7E000000,SKILL_CH_FIRE_GIGONGTA_C_01,0,0,7000,497
7F000000,SKILL_CH_FIRE_SHIELD_A_01,0,2000,5000,72
80000000,SKILL_CH_FIRE_SHIELD_B_01,0,2000,5000,249
81000000,SKILL_CH_FIRE_SHIELD_C_01,0,2000,5000,581
82000000,SKILL_CH_FIRE_GONGUP_A_01,0,1000,5000,98
83000000,SKILL_CH_FIRE_GONGUP_B_01,0,1000,5000,300
84000000,SKILL_CH_FIRE_GONGUP_C_01,0,1000,5000,675
85000000,SKILL_CH_FIRE_GANGGI_A_01,0,1000,5000,137
86000000,SKILL_CH_FIRE_GANGGI_B_01,0,1000,5000,374
87000000,SKILL_CH_FIRE_GANGGI_C_01,0,1000,5000,808
88000000,SKILL_CH_FIRE_HWABYEOK_A_01,0,1000,5000,232
89000000,SKILL_CH_FIRE_HWABYEOK_B_01,0,1000,5000,574
8A000000,SKILL_CH_FIRE_GIGONGSUL_A_01,0,1000,4000,348
8B000000,SKILL_CH_FIRE_GIGONGSUL_B_01,0,1000,6000,820
8C000000,SKILL_CH_FIRE_GIGONGSUL_C_01,0,1000,10000,1501
8D000000,SKILL_CH_FIRE_GIGONGSUL_D_01,0,1000,4000,1754
8E000000,SKILL_CH_FIRE_PASSIVE_A_01,0,0,0,0
8F000000,SKILL_CH_WATER_SELFHEAL_A_01,0,1000,2100,16
90000000,SKILL_CH_WATER_SELFHEAL_B_01,0,1000,2100,64
91000000,SKILL_CH_WATER_SELFHEAL_C_01,0,1000,2100,155
92000000,SKILL_CH_WATER_CURE_A_01,0,1000,2100,29
93000000,SKILL_CH_WATER_CURE_B_01,0,1000,2100,100
94000000,SKILL_CH_WATER_CURE_C_01,0,1000,2100,232
95000000,SKILL_CH_WATER_HEAL_A_01,0,1000,3000,74
96000000,SKILL_CH_WATER_HEAL_B_01,0,1000,3000,225
97000000,SKILL_CH_WATER_HEAL_C_01,0,1000,3000,506
98000000,SKILL_CH_WATER_RESURRECTION_A_01,0,1000,4000,137
99000000,SKILL_CH_WATER_RESURRECTION_B_01,0,1000,4000,374
9A000000,SKILL_CH_WATER_RESURRECTION_C_01,0,1000,4500,808
9B000000,SKILL_CH_WATER_HARMONY_A_01,0,1000,300000,193
9C000000,SKILL_CH_WATER_HARMONY_B_01,0,1000,300000,479
9D000000,SKILL_CH_WATER_CANCEL_A_01,0,1000,2000,110
9E000000,SKILL_CH_WATER_CANCEL_B_01,0,1000,2000,251
9F000000,SKILL_CH_WATER_PASSIVE_A_01,0,0,0,0
A0000000,MSKILL_CH_MANGNYANG_ATTACK01,MSKILL_CH_MANGNYANG_ATTACK01,2400,3000,0
A1000000,MSKILL_CH_MANGNYANG_ATTACK02,MSKILL_CH_MANGNYANG_ATTACK02,2500,3000,0
A2000000,MSKILL_CH_BIGEYEGHOST_CLON_ATTACK01,MSKILL_CH_BIGEYEGHOST_CLON_ATTACK01,1300,2000,0
A3000000,MSKILL_CH_BIGEYEGHOST_ATTACK02,MSKILL_CH_BIGEYEGHOST_ATTACK02,1200,1500,0
A4000000,MSKILL_CH_GYO_CLON_ATTACK01,MSKILL_CH_GYO_CLON_ATTACK01,1300,2000,0
A5000000,MSKILL_CH_GYO_ATTACK02,MSKILL_CH_GYO_ATTACK02,1700,2000,0
A6000000,MSKILL_CH_WATERGHOST_CLON_ATTACK01,MSKILL_CH_WATERGHOST_CLON_ATTACK01,1666,2000,0
A7000000,MSKILL_CH_WATERGHOST_CLON_ATTACK03,MSKILL_CH_WATERGHOST_CLON_ATTACK03,1866,2500,0
A8000000,MSKILL_CH_WATERGHOST_ATTACK01,MSKILL_CH_WATERGHOST_ATTACK01,1666,2000,0
A9000000,MSKILL_CH_WATERGHOST_ATTACK02,MSKILL_CH_WATERGHOST_ATTACK02,2470,4000,0
AA000000,MSKILL_CH_STONEGHOST_CLON_ATTACK02,MSKILL_CH_STONEGHOST_CLON_ATTACK02,1000,1500,0
AB000000,MSKILL_CH_TOMBSTONE_CLON_ATTACK01,MSKILL_CH_TOMBSTONE_CLON_ATTACK01,735,2500,0
AC000000,MSKILL_CH_STONEGHOST_ATTACK01,MSKILL_CH_STONEGHOST_ATTACK01,2200,2500,0
AD000000,MSKILL_CH_TOMBSTONE_ATTACK02,MSKILL_CH_TOMBSTONE_ATTACK02,735,2500,0
AE000000,MSKILL_CH_YEOHA_CLON_ATTACK01,MSKILL_CH_YEOHA_CLON_ATTACK01,830,2500,0
AF000000,MSKILL_CH_YEOHA_CLON_ATTACK02,MSKILL_CH_YEOHA_CLON_ATTACK02,1900,2500,0
B0000000,MSKILL_CH_YEOHA_ATTACK01,MSKILL_CH_YEOHA_ATTACK01,830,2500,0
B1000000,MSKILL_CH_YEOHA_ATTACK03,MSKILL_CH_YEOHA_ATTACK03,816,2500,0
B2000000,MSKILL_CH_BANDIT_CLON_ATTACK01,MSKILL_CH_BANDIT_CLON_ATTACK01,1100,1500,0
B3000000,MSKILL_CH_BANDIT_CLON_ATTACK02,MSKILL_CH_BANDIT_CLON_ATTACK02,1500,2000,0
B4000000,MSKILL_CH_BANDITARCHER_ATTACK01,MSKILL_CH_BANDITARCHER_ATTACK01,617,2500,0
B5000000,MSKILL_CH_TIGER_CLON_ATTACK02,MSKILL_CH_TIGER_CLON_ATTACK02,1000,1500,0
B6000000,MSKILL_CH_TIGER_ATTACK01,MSKILL_CH_TIGER_ATTACK01,1500,1500,0
B7000000,MSKILL_CH_TIGER_ATTACK02,MSKILL_CH_TIGER_ATTACK02,1000,1500,0
B8000000,MSKILL_CH_BANDITARCHER_CLON_ATTACK01,MSKILL_CH_BANDITARCHER_CLON_ATTACK01,617,2500,0
B9000000,MSKILL_CH_BANDITARCHER_CLON_ATTACK02,MSKILL_CH_BANDITARCHER_CLON_ATTACK02,944,3000,0
BA000000,MSKILL_CH_BANDIT_ATTACK02,MSKILL_CH_BANDIT_ATTACK02,1100,1500,0
BB000000,MSKILL_CH_BANDIT_ATTACK03,MSKILL_CH_BANDIT_ATTACK03,1300,2000,0
BC000000,MSKILL_CH_WHITETIGER_CLON_ATTACK01,MSKILL_CH_WHITETIGER_CLON_ATTACK01,1500,1500,0
BD000000,MSKILL_CH_WHITETIGER_CLON_ATTACK03,MSKILL_CH_WHITETIGER_CLON_ATTACK03,1456,3000,0
BE000000,MSKILL_CH_WHITETIGER_ATTACK01,MSKILL_CH_WHITETIGER_ATTACK01,1500,1500,0
BF000000,MSKILL_CH_WHITETIGER_ATTACK02,MSKILL_CH_WHITETIGER_ATTACK02,1000,1500,0
C0000000,MSKILL_CH_CHAKJI_CLON_ATTACK01,MSKILL_CH_CHAKJI_CLON_ATTACK01,1266,2000,0
C1000000,MSKILL_CH_CHAKJI_CLON_ATTACK03,MSKILL_CH_CHAKJI_CLON_ATTACK03,855,2000,0
C2000000,MSKILL_CH_CHAKJI_ATTACK01,MSKILL_CH_CHAKJI_ATTACK01,1266,2000,0
C3000000,MSKILL_CH_CHAKJI_ATTACK02,MSKILL_CH_CHAKJI_ATTACK02,1733,2000,0
C4000000,MSKILL_CH_TIGERWOMAN_ATTACK01,MSKILL_CH_TIGERWOMAN_ATTACK01,1391,3000,0
C5000000,MSKILL_CH_TIGERWOMAN_ATTACK02,MSKILL_CH_TIGERWOMAN_ATTACK02,4000,4500,0
C6000000,MSKILL_CH_TIGERWOMAN_ATTACK03,MSKILL_CH_TIGERWOMAN_ATTACK03,1997,5500,0
C7000000,MSKILL_WC_GHOSTBUG_ATTACK01,MSKILL_WC_GHOSTBUG_ATTACK01,1000,1500,0
C8000000,MSKILL_WC_DEVILBUG_ATTACK01,MSKILL_WC_DEVILBUG_ATTACK01,1500,1500,0
C9000000,MSKILL_WC_DEVILBUG_ATTACK02,MSKILL_WC_DEVILBUG_ATTACK02,1600,2000,0
CA000000,MSKILL_WC_HYUNGNO_ATTACK01,MSKILL_WC_HYUNGNO_ATTACK01,1700,2000,0
CB000000,MSKILL_WC_HYUNGNO_ATTACK02,MSKILL_WC_HYUNGNO_ATTACK02,1500,2000,0
CC000000,MSKILL_WC_HYUNGNO_CLON_ATTACK02,MSKILL_WC_HYUNGNO_CLON_ATTACK02,1500,2000,0
CD000000,MSKILL_WC_HYUNGNO_CLON_ATTACK03,MSKILL_WC_HYUNGNO_CLON_ATTACK03,670,2000,0
CE000000,MSKILL_WC_DEMONHORSE_ATTACK01,MSKILL_WC_DEMONHORSE_ATTACK01,1000,1500,0
CF000000,MSKILL_WC_DEMONHORSE_CLON_ATTACK01,MSKILL_WC_DEMONHORSE_CLON_ATTACK01,1000,1500,0
D0000000,MSKILL_WC_GUNPOWDERGHOST_CLON_ATTACK01,MSKILL_WC_GUNPOWDERGHOST_CLON_ATTACK01,1099,3500,0
D1000000,MSKILL_WC_GUNPOWDERGHOST_CLON_ATTACK02,MSKILL_WC_GUNPOWDERGHOST_CLON_ATTACK02,931,3000,0
D2000000,MSKILL_WC_EARTHGHOST_ATTACK02,MSKILL_WC_EARTHGHOST_ATTACK02,1533,2000,0
D3000000,MSKILL_WC_EARTHGHOST_CLON_ATTACK01,MSKILL_WC_EARTHGHOST_CLON_ATTACK01,2000,2000,0
D4000000,MSKILL_WC_GUNPOWDERGHOST_ATTACK02,MSKILL_WC_GUNPOWDERGHOST_ATTACK02,965,3000,0
D5000000,MSKILL_WC_GUNPOWDERGHOST_ATTACK03,MSKILL_WC_GUNPOWDERGHOST_ATTACK03,1066,3000,0
D6000000,MSKILL_WC_HYEONGCHEON_CLON_ATTACK01,MSKILL_WC_HYEONGCHEON_CLON_ATTACK01,1204,3000,0
D7000000,MSKILL_WC_EARTHKING_ATTACK01,MSKILL_WC_EARTHKING_ATTACK01,788,2500,0
D8000000,MSKILL_WC_EARTHKING_ATTACK02,MSKILL_WC_EARTHKING_ATTACK02,3000,3500,0
D9000000,MSKILL_WC_EARTHKING_CLON_ATTACK01,MSKILL_WC_EARTHKING_CLON_ATTACK01,788,2500,0
DA000000,MSKILL_WC_EARTHKING_CLON_ATTACK03,MSKILL_WC_EARTHKING_CLON_ATTACK03,1189,3000,0
DB000000,MSKILL_WC_HYEONGCHEON_ATTACK01,MSKILL_WC_HYEONGCHEON_ATTACK01,1204,3000,0
DC000000,MSKILL_WC_HYEONGCHEON_ATTACK02,MSKILL_WC_HYEONGCHEON_ATTACK02,1184,3000,0
DD000000,MSKILL_OA_SCORPION_CLON_ATTACK01,MSKILL_OA_SCORPION_CLON_ATTACK01,1700,2000,0
DE000000,MSKILL_OA_SCORPION_CLON_ATTACK02,MSKILL_OA_SCORPION_CLON_ATTACK02,1200,1500,0
DF000000,MSKILL_OA_SCORPION_ATTACK01,MSKILL_OA_SCORPION_ATTACK01,1700,2000,0
E0000000,MSKILL_OA_SCORPION_ATTACK03,MSKILL_OA_SCORPION_ATTACK03,1000,1500,0
E1000000,MSKILL_OA_DESERTTRUNKZ_CLON2_ATTACK01,MSKILL_OA_DESERTTRUNKZ_CLON2_ATTACK01,771,2500,0
E2000000,MSKILL_OA_DESERTTRUNKZ_CLON2_ATTACK03,MSKILL_OA_DESERTTRUNKZ_CLON2_ATTACK03,1028,2500,0
E3000000,MSKILL_OA_ONG_ATTACK01,MSKILL_OA_ONG_ATTACK01,1500,1500,0
E4000000,MSKILL_OA_ONG_CLON_ATTACK02,MSKILL_OA_ONG_CLON_ATTACK02,1833,2500,0
E5000000,MSKILL_OA_DESERTTRUNKZ_ATTACK01,MSKILL_OA_DESERTTRUNKZ_ATTACK01,771,2500,0
E6000000,MSKILL_OA_DESERTTRUNKZ_ATTACK02,MSKILL_OA_DESERTTRUNKZ_ATTACK02,1028,2500,0
E7000000,MSKILL_OA_BLACKROBBER_CLON_ATTACK01,MSKILL_OA_BLACKROBBER_CLON_ATTACK01,1433,2000,0
E8000000,MSKILL_OA_YEOWA_CLON_ATTACK01,MSKILL_OA_YEOWA_CLON_ATTACK01,1333,2000,0
E9000000,MSKILL_OA_YEOWA_CLON_ATTACK03,MSKILL_OA_YEOWA_CLON_ATTACK03,2500,3000,0
EA000000,MSKILL_OA_BLACKROBBERARCHER_ATTACK01,MSKILL_OA_BLACKROBBERARCHER_ATTACK01,827,3500,0
EB000000,MSKILL_OA_BLACKROBBERARCHER_ATTACK02,MSKILL_OA_BLACKROBBERARCHER_ATTACK02,700,3500,0
EC000000,MSKILL_OA_YEOWA_ATTACK01,MSKILL_OA_YEOWA_ATTACK01,1333,2000,0
ED000000,MSKILL_OA_YEOWA_ATTACK02,MSKILL_OA_YEOWA_ATTACK02,2000,2500,0
EE000000,MSKILL_OA_BLACKROBBERARCHER_CLON_ATTACK01,MSKILL_OA_BLACKROBBERARCHER_CLON_ATTACK01,827,3500,0
EF000000,MSKILL_OA_BLACKROBBERARCHER_CLON_ATTACK03,MSKILL_OA_BLACKROBBERARCHER_CLON_ATTACK03,1559,4000,0
F0000000,MSKILL_OA_BLACKROBBER_ATTACK01,MSKILL_OA_BLACKROBBER_ATTACK01,1433,2000,0
F1000000,MSKILL_OA_BLACKROBBER_ATTACK02,MSKILL_OA_BLACKROBBER_ATTACK02,1880,4000,0
F2000000,MSKILL_OA_REDSCORPION_CLON_ATTACK01,MSKILL_OA_REDSCORPION_CLON_ATTACK01,1700,2000,0
F3000000,MSKILL_OA_REDSCORPION_CLON_ATTACK02,MSKILL_OA_REDSCORPION_CLON_ATTACK02,1200,1500,0
F4000000,MSKILL_OA_REDSCORPION_ATTACK01,MSKILL_OA_REDSCORPION_ATTACK01,1700,2000,0
F5000000,MSKILL_OA_REDSCORPION_ATTACK03,MSKILL_OA_REDSCORPION_ATTACK03,1000,1500,0
F6000000,MSKILL_OA_REDEYEGHOST_ATTACK01,MSKILL_OA_REDEYEGHOST_ATTACK01,1500,2000,0
F7000000,MSKILL_OA_REDEYEGHOST_ATTACK02,MSKILL_OA_REDEYEGHOST_ATTACK02,3000,3500,0
F8000000,MSKILL_OA_REDEYEGHOST_CLON_ATTACK01,MSKILL_OA_REDEYEGHOST_CLON_ATTACK01,1500,2000,0
F9000000,MSKILL_OA_REDEYEGHOST_CLON_ATTACK03,MSKILL_OA_REDEYEGHOST_CLON_ATTACK03,3000,3500,0
FA000000,MSKILL_OA_URUCHI_ATTACK01,MSKILL_OA_URUCHI_ATTACK01,4400,5000,0
FB000000,MSKILL_OA_URUCHI_ATTACK02,MSKILL_OA_URUCHI_ATTACK02,3933,4500,0
FC000000,MSKILL_OA_URUCHI_ATTACK03,MSKILL_OA_URUCHI_ATTACK03,3000,3500,0
FD000000,MSKILL_KT_ONG_CLON2_ATTACK01,MSKILL_KT_ONG_CLON2_ATTACK01,1500,1500,0
FE000000,MSKILL_KT_ONG_CLON2_ATTACK02,MSKILL_KT_ONG_CLON2_ATTACK02,1833,2500,0
FF000000,MSKILL_KT_BUNWANG_CLON_ATTACK01,MSKILL_KT_BUNWANG_CLON_ATTACK01,1966,2500,0
00010000,MSKILL_KT_BUNWANG_ATTACK01,MSKILL_KT_BUNWANG_ATTACK01,1966,2500,0
01010000,MSKILL_KT_BUNWANG_ATTACK02,MSKILL_KT_BUNWANG_ATTACK02,1300,2000,0
02010000,MSKILL_KT_DESERTTRUNKZ_CLON_ATTACK01,MSKILL_KT_DESERTTRUNKZ_CLON_ATTACK01,771,2500,0
03010000,MSKILL_KT_DESERTTRUNKZ_CLON_ATTACK02,MSKILL_KT_DESERTTRUNKZ_CLON_ATTACK02,1028,2500,0
04010000,MSKILL_KT_WHITESPIDER_CLON_ATTACK01,MSKILL_KT_WHITESPIDER_CLON_ATTACK01,1833,2500,0
05010000,MSKILL_KT_WHITESPIDER_ATTACK02,MSKILL_KT_WHITESPIDER_ATTACK02,2333,3000,0
06010000,MSKILL_KT_MUJIGI_ATTACK01,MSKILL_KT_MUJIGI_ATTACK01,1966,2500,0
07010000,MSKILL_KT_MUJIGI_ATTACK02,MSKILL_KT_MUJIGI_ATTACK02,1518,3500,0
08010000,MSKILL_KT_MUJIGI_CLON_ATTACK01,MSKILL_KT_MUJIGI_CLON_ATTACK01,1966,2500,0
09010000,MSKILL_KT_MUJIGI_CLON_ATTACK03,MSKILL_KT_MUJIGI_CLON_ATTACK03,1537,3000,0
0A010000,MSKILL_KK_ISHADE_ATTACK01,MSKILL_KK_ISHADE_ATTACK01,2666,3000,0
0B010000,MSKILL_KK_ISHADE_ATTACK02,MSKILL_KK_ISHADE_ATTACK02,907,2500,0
0C010000,MSKILL_KK_ISHADE_CLON_ATTACK01,MSKILL_KK_ISHADE_CLON_ATTACK01,2666,3000,0
0D010000,MSKILL_KK_ISHADE_CLON_ATTACK03,MSKILL_KK_ISHADE_CLON_ATTACK03,1495,3500,0
0E010000,MSKILL_KK_SPIDER_CLON_ATTACK01,MSKILL_KK_SPIDER_CLON_ATTACK01,1833,2500,0
0F010000,MSKILL_KK_SPIDER_ATTACK02,MSKILL_KK_SPIDER_ATTACK02,2333,3000,0
10010000,MSKILL_KK_PENON_F_ATTACK01,MSKILL_KK_PENON_F_ATTACK01,970,2500,0
11010000,MSKILL_KK_PENON_F_ATTACK02,MSKILL_KK_PENON_F_ATTACK02,2166,2500,0
14010000,MSKILL_KK_PLANAR_ATTACK01,MSKILL_KK_PLANAR_ATTACK01,2200,2500,0
15010000,MSKILL_KK_PLANAR_ATTACK03,MSKILL_KK_PLANAR_ATTACK03,700,2500,0
16010000,MSKILL_KK_GWHITESPIDER_CLON_ATTACK01,MSKILL_KK_GWHITESPIDER_CLON_ATTACK01,2200,2500,0
17010000,MSKILL_KK_PLANAR_CLON_ATTACK01,MSKILL_KK_PLANAR_CLON_ATTACK01,2200,2500,0
18010000,MSKILL_KK_PLANAR_CLON_ATTACK02,MSKILL_KK_PLANAR_CLON_ATTACK02,1116,3500,0
19010000,MSKILL_KK_GWHITESPIDER_ATTACK02,MSKILL_KK_GWHITESPIDER_ATTACK02,2333,3000,0
1A010000,MSKILL_KK_YETI_ATTACK02,MSKILL_KK_YETI_ATTACK02,1073,3500,0
1B010000,MSKILL_KK_YETI_ATTACK03,MSKILL_KK_YETI_ATTACK03,2002,3500,0
